HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA
Kortrijk,Club Brugge,1.0,0.0,H,1.0,0.0,10.0,13.0,6.0,3.0,11.0,11.0,1.0,6.0,2.0,2.0,0.0,0.0,4.41,4.5,1.7,4.28,4.13,1.71
Cercle Brugge,Genk,1.0,1.0,D,1.0,0.0,18.0,10.0,4.0,2.0,5.0,9.0,6.0,9.0,2.0,1.0,0.0,0.0,2.76,3.7,2.5,2.71,3.54,2.43
Anderlecht,Cercle Brugge,2.0,0.0,H,1.0,0.0,18.0,7.0,9.0,2.0,8.0,17.0,5.0,4.0,0.0,2.0,0.0,1.0,2.07,3.59,3.52,2.06,3.49,3.39
Genk,St. Gilloise,1.0,2.0,A,1.0,2.0,12.0,13.0,6.0,5.0,13.0,15.0,14.0,5.0,3.0,3.0,0.0,0.0,2.35,3.54,2.98,2.29,3.45,2.95
Waregem,Gent,2.0,6.0,A,0.0,2.0,11.0,12.0,4.0,8.0,14.0,11.0,4.0,1.0,1.0,1.0,0.0,0.0,3.53,3.54,2.09,3.39,3.54,2.04
Club Brugge,Standard,2.0,0.0,H,0.0,0.0,13.0,17.0,4.0,4.0,11.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0,1.71,4.09,4.53,1.71,3.93,4.4
Seraing,Antwerp,0.0,2.0,A,0.0,2.0,8.0,18.0,1.0,5.0,15.0,12.0,4.0,5.0,3.0,1.0,1.0,0.0,8.31,4.63,1.42,7.7,4.42,1.41
Eupen,Oostende,4.0,4.0,D,1.0,1.0,29.0,14.0,10.0,9.0,9.0,10.0,9.0,2.0,0.0,3.0,0.0,1.0,2.62,3.6,2.68,2.53,3.46,2.63
Westerlo,Kortrijk,3.0,1.0,H,1.0,0.0,9.0,19.0,7.0,6.0,9.0,10.0,7.0,7.0,3.0,2.0,0.0,0.0,1.69,4.25,4.57,1.67,4.05,4.56
Mechelen,St Truiden,1.0,0.0,H,0.0,0.0,8.0,7.0,4.0,1.0,10.0,16.0,8.0,4.0,1.0,2.0,0.0,0.0,2.28,3.37,3.35,2.24,3.28,3.16
Charleroi,Oud-Heverlee Leuven,0.0,1.0,A,0.0,1.0,25.0,9.0,5.0,2.0,8.0,11.0,7.0,4.0,1.0,4.0,0.0,0.0,1.94,3.72,3.96,1.92,3.6,3.77
St. Gilloise,Eupen,2.0,1.0,H,1.0,0.0,12.0,8.0,6.0,3.0,11.0,16.0,5.0,2.0,1.0,1.0,0.0,0.0,1.23,6.29,11.47,1.25,5.99,10.89
Gent,Anderlecht,1.0,0.0,H,0.0,0.0,14.0,10.0,5.0,3.0,8.0,9.0,4.0,2.0,1.0,4.0,0.0,1.0,2.1,3.64,3.4,2.08,3.52,3.38
Antwerp,Mechelen,5.0,0.0,H,3.0,0.0,16.0,11.0,10.0,5.0,9.0,11.0,6.0,3.0,1.0,2.0,0.0,0.0,1.53,4.32,6.12,1.53,4.29,5.78
St Truiden,Genk,2.0,2.0,D,1.0,1.0,10.0,9.0,4.0,5.0,17.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0,4.06,3.63,1.95,3.91,3.52,1.92
Standard,Westerlo,2.0,0.0,H,1.0,0.0,23.0,7.0,5.0,0.0,12.0,11.0,7.0,1.0,0.0,2.0,1.0,0.0,2.6,3.67,2.66,2.52,3.52,2.64
Cercle Brugge,Seraing,3.0,1.0,H,2.0,1.0,19.0,3.0,7.0,2.0,14.0,11.0,11.0,3.0,1.0,1.0,0.0,0.0,1.37,4.84,9.64,1.38,4.65,8.42
Oud-Heverlee Leuven,Waregem,4.0,2.0,H,3.0,0.0,13.0,12.0,8.0,4.0,11.0,10.0,3.0,5.0,2.0,1.0,0.0,0.0,1.87,3.97,4.0,1.87,3.78,3.87
Kortrijk,Charleroi,0.0,1.0,A,0.0,0.0,18.0,11.0,3.0,6.0,7.0,12.0,4.0,2.0,0.0,4.0,0.0,0.0,3.21,3.68,2.22,3.07,3.52,2.22
Oostende,Club Brugge,3.0,0.0,H,1.0,0.0,13.0,11.0,6.0,3.0,12.0,16.0,0.0,5.0,2.0,2.0,0.0,0.0,4.56,4.33,1.7,4.41,4.07,1.7
Charleroi,St Truiden,1.0,0.0,H,0.0,0.0,17.0,11.0,7.0,2.0,15.0,13.0,3.0,2.0,0.0,2.0,0.0,0.0,2.02,3.48,3.8,2.05,3.42,3.56
Anderlecht,Standard,2.0,2.0,D,2.0,1.0,14.0,8.0,7.0,4.0,5.0,8.0,7.0,3.0,2.0,2.0,0.0,0.0,1.88,3.84,3.96,1.86,3.73,3.91
Oud-Heverlee Leuven,Antwerp,1.0,1.0,D,1.0,0.0,9.0,17.0,4.0,4.0,9.0,13.0,3.0,7.0,1.0,0.0,0.0,0.0,3.59,3.65,2.03,3.45,3.56,2.04
Club Brugge,Gent,2.0,0.0,H,0.0,0.0,16.0,6.0,6.0,2.0,9.0,10.0,9.0,3.0,2.0,0.0,0.0,0.0,2.13,3.46,3.48,2.12,3.49,3.3
Westerlo,St. Gilloise,4.0,2.0,H,2.0,1.0,9.0,20.0,6.0,8.0,9.0,9.0,4.0,6.0,2.0,2.0,0.0,0.0,3.61,3.77,2.03,3.5,3.61,2.01
Eupen,Cercle Brugge,2.0,2.0,D,2.0,2.0,7.0,14.0,3.0,4.0,10.0,13.0,4.0,6.0,1.0,1.0,1.0,0.0,3.53,3.7,2.08,3.38,3.55,2.08
Genk,Oostende,3.0,0.0,H,2.0,0.0,10.0,12.0,5.0,4.0,13.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0,1.34,5.68,8.75,1.33,5.42,8.05
Seraing,Mechelen,0.0,2.0,A,0.0,1.0,7.0,9.0,0.0,4.0,11.0,14.0,4.0,3.0,2.0,1.0,0.0,0.0,3.7,3.73,2.02,3.59,3.64,1.98
Waregem,Kortrijk,3.0,3.0,D,1.0,2.0,15.0,9.0,4.0,5.0,19.0,18.0,8.0,5.0,3.0,4.0,0.0,0.0,2.18,3.63,3.34,2.16,3.57,3.17
St Truiden,Westerlo,0.0,1.0,A,0.0,1.0,6.0,13.0,1.0,3.0,8.0,6.0,1.0,6.0,1.0,0.0,1.0,0.0,2.78,3.22,2.68,2.68,3.25,2.64
Kortrijk,Anderlecht,2.0,2.0,D,0.0,1.0,13.0,12.0,7.0,5.0,14.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0,3.7,3.94,1.92,3.65,3.75,1.92
Gent,Oud-Heverlee Leuven,2.0,0.0,H,0.0,0.0,12.0,14.0,6.0,4.0,15.0,12.0,5.0,9.0,2.0,1.0,0.0,0.0,1.62,4.18,5.2,1.6,4.08,5.19
Cercle Brugge,Club Brugge,2.0,2.0,D,0.0,1.0,28.0,7.0,10.0,5.0,10.0,12.0,17.0,4.0,2.0,2.0,0.0,0.0,3.49,3.5,2.11,3.35,3.46,2.11
St. Gilloise,Standard,2.0,4.0,A,1.0,2.0,15.0,9.0,6.0,6.0,12.0,11.0,3.0,0.0,2.0,5.0,0.0,0.0,1.53,4.34,6.43,1.54,4.16,5.95
Oostende,Charleroi,0.0,0.0,D,0.0,0.0,17.0,8.0,6.0,3.0,7.0,10.0,11.0,3.0,0.0,0.0,0.0,0.0,3.07,3.77,2.26,2.99,3.59,2.24
Seraing,Waregem,1.0,1.0,D,0.0,1.0,6.0,12.0,2.0,3.0,18.0,16.0,4.0,7.0,3.0,3.0,1.0,1.0,3.23,3.74,2.19,3.12,3.58,2.18
Antwerp,Eupen,2.0,0.0,H,2.0,0.0,17.0,4.0,2.0,0.0,11.0,11.0,7.0,4.0,3.0,3.0,0.0,1.0,1.37,5.26,8.43,1.36,5.0,8.17
Mechelen,Genk,2.0,2.0,D,1.0,1.0,11.0,13.0,5.0,3.0,8.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,4.01,4.0,1.86,4.01,3.83,1.82
Waregem,Oostende,1.0,1.0,D,1.0,0.0,8.0,5.0,2.0,3.0,11.0,17.0,3.0,4.0,0.0,1.0,0.0,0.0,2.04,3.66,3.53,2.02,3.64,3.4
Standard,Kortrijk,0.0,2.0,A,0.0,0.0,9.0,11.0,1.0,4.0,10.0,20.0,7.0,3.0,0.0,2.0,1.0,0.0,1.63,4.39,4.82,1.64,4.17,4.74
Anderlecht,St Truiden,3.0,1.0,H,0.0,0.0,24.0,3.0,9.0,2.0,3.0,11.0,4.0,2.0,1.0,1.0,0.0,0.0,1.81,3.61,4.56,1.86,3.51,4.22
Genk,Antwerp,0.0,1.0,A,0.0,0.0,16.0,8.0,3.0,3.0,17.0,14.0,9.0,3.0,2.0,3.0,0.0,0.0,2.03,3.66,3.57,1.99,3.6,3.57
Charleroi,Seraing,3.0,0.0,H,1.0,0.0,11.0,2.0,4.0,1.0,8.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0,1.51,4.41,6.71,1.52,4.21,6.16
Westerlo,Gent,3.0,3.0,D,2.0,2.0,8.0,16.0,5.0,9.0,7.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0,3.0,3.45,2.44,2.89,3.34,2.41
Club Brugge,St. Gilloise,1.0,1.0,D,1.0,1.0,10.0,19.0,4.0,2.0,13.0,10.0,5.0,3.0,1.0,4.0,0.0,0.0,2.63,3.46,2.75,2.54,3.34,2.73
Eupen,Mechelen,2.0,1.0,H,0.0,1.0,11.0,14.0,3.0,4.0,16.0,16.0,4.0,2.0,0.0,4.0,0.0,0.0,2.63,3.52,2.71,2.57,3.45,2.62
Oud-Heverlee Leuven,Cercle Brugge,0.0,0.0,D,0.0,0.0,7.0,11.0,1.0,5.0,12.0,10.0,6.0,7.0,1.0,0.0,0.0,0.0,2.4,3.46,3.05,2.36,3.42,2.91
St. Gilloise,Waregem,4.0,0.0,H,1.0,0.0,14.0,7.0,8.0,1.0,8.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,1.37,5.23,7.76,1.36,5.03,7.69
Gent,Genk,2.0,3.0,A,1.0,1.0,20.0,11.0,6.0,5.0,12.0,12.0,4.0,3.0,1.0,1.0,0.0,0.0,2.39,3.6,2.88,2.33,3.49,2.88
Mechelen,Charleroi,2.0,2.0,D,2.0,0.0,10.0,17.0,7.0,8.0,12.0,11.0,4.0,7.0,0.0,3.0,1.0,0.0,2.3,3.62,2.99,2.25,3.52,3.0
Antwerp,Club Brugge,0.0,0.0,D,0.0,0.0,7.0,4.0,2.0,1.0,12.0,22.0,2.0,5.0,1.0,5.0,0.0,0.0,2.66,3.28,2.84,2.57,3.32,2.7
St Truiden,Kortrijk,1.0,0.0,H,1.0,0.0,7.0,9.0,2.0,4.0,11.0,9.0,2.0,2.0,1.0,3.0,0.0,0.0,1.8,3.75,4.68,1.78,3.65,4.45
Eupen,Westerlo,1.0,1.0,D,0.0,1.0,7.0,15.0,3.0,6.0,18.0,7.0,4.0,7.0,1.0,0.0,0.0,0.0,3.16,3.66,2.25,3.05,3.53,2.22
Seraing,Oud-Heverlee Leuven,2.0,1.0,H,1.0,1.0,14.0,19.0,4.0,5.0,10.0,10.0,7.0,11.0,1.0,0.0,0.0,0.0,4.32,3.79,1.85,4.07,3.63,1.86
Cercle Brugge,Standard,1.0,1.0,D,0.0,0.0,13.0,8.0,3.0,2.0,21.0,14.0,4.0,1.0,3.0,3.0,0.0,0.0,2.14,3.5,3.55,2.12,3.47,3.33
Oostende,Anderlecht,0.0,2.0,A,0.0,1.0,11.0,12.0,4.0,3.0,18.0,13.0,3.0,2.0,3.0,1.0,0.0,0.0,3.65,4.0,1.96,3.52,3.75,1.96
Eupen,Genk,1.0,1.0,D,1.0,1.0,10.0,14.0,4.0,5.0,15.0,13.0,3.0,7.0,5.0,4.0,0.0,0.0,5.83,4.47,1.56,5.38,4.31,1.55
Genk,Seraing,4.0,0.0,H,2.0,0.0,12.0,6.0,9.0,0.0,7.0,15.0,3.0,4.0,0.0,2.0,0.0,0.0,1.21,6.63,12.63,1.21,6.4,12.02
Waregem,Club Brugge,1.0,2.0,A,1.0,2.0,11.0,12.0,4.0,2.0,8.0,17.0,4.0,8.0,2.0,4.0,1.0,0.0,4.99,4.37,1.61,4.72,4.11,1.64
Cercle Brugge,Gent,3.0,2.0,H,0.0,0.0,10.0,9.0,6.0,5.0,18.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0,3.28,3.39,2.25,3.16,3.33,2.23
Anderlecht,Antwerp,0.0,0.0,D,0.0,0.0,7.0,12.0,0.0,4.0,12.0,10.0,6.0,2.0,4.0,3.0,1.0,1.0,2.72,3.62,2.5,2.72,3.41,2.48
Charleroi,St. Gilloise,0.0,1.0,A,0.0,1.0,5.0,9.0,1.0,3.0,17.0,8.0,2.0,8.0,3.0,3.0,0.0,0.0,3.64,3.68,2.05,3.47,3.53,2.04
Kortrijk,Oostende,2.0,2.0,D,1.0,1.0,14.0,22.0,3.0,7.0,12.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0,2.09,3.86,3.38,2.08,3.66,3.26
Oud-Heverlee Leuven,St Truiden,1.0,1.0,D,0.0,1.0,13.0,8.0,5.0,4.0,7.0,18.0,6.0,3.0,0.0,3.0,0.0,0.0,2.34,3.49,3.14,2.31,3.38,2.99
Westerlo,Mechelen,2.0,0.0,H,1.0,0.0,26.0,8.0,8.0,2.0,4.0,10.0,11.0,5.0,1.0,3.0,0.0,1.0,2.01,3.72,3.74,1.97,3.63,3.6
Standard,Eupen,3.0,1.0,H,2.0,1.0,13.0,8.0,7.0,3.0,15.0,11.0,8.0,2.0,1.0,2.0,0.0,0.0,1.68,3.98,5.2,1.68,3.84,4.87
St Truiden,Gent,0.0,3.0,A,0.0,2.0,5.0,13.0,1.0,4.0,12.0,10.0,1.0,5.0,2.0,0.0,1.0,0.0,3.48,3.31,2.19,3.37,3.33,2.14
Club Brugge,Charleroi,2.0,2.0,D,1.0,2.0,12.0,9.0,6.0,3.0,7.0,18.0,2.0,3.0,2.0,4.0,0.0,1.0,1.41,4.85,7.35,1.42,4.67,6.86
Seraing,Anderlecht,0.0,1.0,A,0.0,0.0,9.0,14.0,4.0,4.0,17.0,11.0,4.0,6.0,3.0,1.0,0.0,0.0,5.86,4.12,1.57,5.5,4.01,1.58
Antwerp,Standard,4.0,1.0,H,3.0,1.0,8.0,10.0,6.0,3.0,20.0,9.0,2.0,2.0,3.0,2.0,0.0,1.0,1.68,3.88,5.05,1.7,3.77,4.82
St. Gilloise,Oud-Heverlee Leuven,1.0,0.0,H,0.0,0.0,18.0,11.0,7.0,4.0,7.0,15.0,12.0,5.0,1.0,3.0,0.0,0.0,1.53,4.64,5.85,1.5,4.5,5.88
Mechelen,Kortrijk,3.0,2.0,H,2.0,1.0,15.0,8.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,4.0,0.0,0.0,1.8,4.11,4.22,1.8,3.88,4.06
Oostende,Cercle Brugge,1.0,2.0,A,0.0,1.0,9.0,10.0,4.0,6.0,11.0,15.0,4.0,6.0,3.0,1.0,0.0,0.0,3.16,3.75,2.22,3.07,3.59,2.19
Waregem,Westerlo,1.0,1.0,D,0.0,1.0,11.0,13.0,3.0,5.0,15.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,2.98,3.62,2.37,2.89,3.52,2.31
St Truiden,Club Brugge,1.0,1.0,D,0.0,1.0,8.0,13.0,4.0,4.0,14.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0,3.76,3.35,2.08,3.53,3.39,2.07
Gent,Charleroi,0.0,0.0,D,0.0,0.0,11.0,9.0,6.0,3.0,7.0,11.0,9.0,5.0,2.0,4.0,0.0,0.0,1.55,4.27,5.91,1.56,4.17,5.52
Anderlecht,Waregem,2.0,3.0,A,2.0,1.0,19.0,11.0,9.0,5.0,9.0,16.0,5.0,2.0,1.0,2.0,0.0,0.0,1.59,4.63,5.21,1.55,4.41,5.27
Kortrijk,Seraing,3.0,2.0,H,2.0,1.0,21.0,12.0,7.0,7.0,11.0,12.0,6.0,8.0,1.0,2.0,0.0,1.0,1.83,3.7,4.53,1.83,3.66,4.17
Cercle Brugge,St. Gilloise,1.0,1.0,D,0.0,0.0,6.0,15.0,1.0,7.0,15.0,10.0,3.0,6.0,2.0,0.0,0.0,0.0,3.6,3.56,2.1,3.42,3.49,2.08
Oostende,Antwerp,0.0,3.0,A,0.0,2.0,16.0,12.0,3.0,6.0,13.0,17.0,6.0,5.0,1.0,0.0,0.0,0.0,4.1,4.01,1.84,4.09,3.82,1.8
Standard,Mechelen,2.0,0.0,H,1.0,0.0,12.0,10.0,5.0,1.0,12.0,13.0,7.0,7.0,2.0,0.0,0.0,0.0,1.98,3.75,3.8,1.94,3.69,3.67
Westerlo,Genk,2.0,3.0,A,0.0,2.0,14.0,8.0,5.0,3.0,7.0,9.0,11.0,4.0,3.0,0.0,0.0,0.0,3.45,3.97,2.03,3.37,3.74,2.01
Oud-Heverlee Leuven,Eupen,1.0,1.0,D,1.0,0.0,17.0,7.0,7.0,3.0,9.0,10.0,8.0,7.0,2.0,2.0,0.0,0.0,1.67,4.39,4.78,1.66,4.15,4.61
Charleroi,Cercle Brugge,2.0,1.0,H,1.0,1.0,10.0,12.0,6.0,3.0,9.0,12.0,9.0,7.0,1.0,1.0,0.0,0.0,2.64,3.42,2.68,2.58,3.4,2.63
St. Gilloise,Antwerp,2.0,0.0,H,1.0,0.0,17.0,7.0,6.0,5.0,13.0,11.0,8.0,9.0,5.0,4.0,0.0,0.0,2.16,3.51,3.36,2.13,3.44,3.29
Gent,Kortrijk,2.0,1.0,H,1.0,0.0,15.0,12.0,6.0,5.0,14.0,12.0,7.0,5.0,3.0,1.0,0.0,0.0,1.32,5.43,9.12,1.34,5.16,8.26
Club Brugge,Anderlecht,1.0,1.0,D,0.0,0.0,17.0,4.0,6.0,0.0,13.0,15.0,3.0,4.0,2.0,3.0,0.0,0.0,1.93,3.78,3.8,1.95,3.68,3.63
Genk,Waregem,1.0,0.0,H,1.0,0.0,9.0,7.0,3.0,1.0,17.0,16.0,1.0,5.0,2.0,2.0,0.0,0.0,1.26,6.4,9.3,1.25,6.39,9.45
Eupen,St Truiden,0.0,2.0,A,0.0,1.0,7.0,10.0,3.0,4.0,9.0,9.0,3.0,3.0,1.0,1.0,0.0,0.0,3.03,3.35,2.41,2.95,3.32,2.37
Mechelen,Oostende,2.0,1.0,H,1.0,0.0,16.0,14.0,6.0,4.0,6.0,17.0,10.0,1.0,1.0,1.0,0.0,1.0,1.74,4.09,4.4,1.74,3.97,4.26
Seraing,Standard,1.0,1.0,D,1.0,1.0,8.0,16.0,2.0,1.0,9.0,15.0,3.0,11.0,5.0,1.0,0.0,0.0,4.07,3.6,1.92,3.91,3.55,1.91
Westerlo,Oud-Heverlee Leuven,1.0,2.0,A,0.0,0.0,14.0,10.0,4.0,4.0,10.0,7.0,9.0,3.0,3.0,2.0,0.0,1.0,2.01,3.93,3.53,2.0,3.77,3.39
Oud-Heverlee Leuven,Kortrijk,2.0,3.0,A,1.0,1.0,16.0,15.0,4.0,6.0,10.0,16.0,5.0,6.0,1.0,3.0,0.0,0.0,1.67,4.25,4.66,1.68,4.08,4.53
Anderlecht,St. Gilloise,1.0,3.0,A,0.0,0.0,6.0,21.0,2.0,10.0,12.0,12.0,0.0,6.0,5.0,3.0,1.0,0.0,2.79,3.49,2.5,2.7,3.41,2.51
Waregem,Mechelen,2.0,0.0,H,1.0,0.0,16.0,7.0,4.0,4.0,21.0,16.0,3.0,3.0,2.0,6.0,0.0,0.0,2.88,3.94,2.25,2.83,3.76,2.25
Genk,Club Brugge,3.0,1.0,H,1.0,1.0,12.0,7.0,6.0,4.0,13.0,10.0,5.0,4.0,2.0,4.0,0.0,1.0,2.2,3.76,3.08,2.18,3.67,3.04
Antwerp,Gent,2.0,0.0,H,1.0,0.0,11.0,9.0,5.0,1.0,10.0,10.0,3.0,6.0,2.0,1.0,0.0,0.0,2.51,3.35,2.89,2.46,3.36,2.79
Cercle Brugge,Westerlo,0.0,1.0,A,0.0,1.0,11.0,4.0,5.0,2.0,8.0,9.0,6.0,4.0,1.0,3.0,0.0,0.0,2.18,3.65,3.32,2.13,3.58,3.21
Oostende,Seraing,1.0,2.0,A,1.0,1.0,17.0,4.0,3.0,2.0,21.0,20.0,5.0,2.0,6.0,5.0,2.0,0.0,1.85,3.97,4.14,1.8,3.83,4.11
Eupen,Charleroi,1.0,2.0,A,1.0,0.0,10.0,20.0,3.0,4.0,11.0,12.0,5.0,7.0,1.0,2.0,0.0,0.0,2.69,3.66,2.58,2.64,3.53,2.5
Standard,St Truiden,1.0,1.0,D,0.0,0.0,6.0,9.0,1.0,3.0,11.0,13.0,9.0,2.0,0.0,2.0,0.0,0.0,2.43,3.17,3.27,2.37,3.17,3.09
St Truiden,Waregem,2.0,0.0,H,1.0,0.0,12.0,6.0,6.0,1.0,10.0,10.0,6.0,3.0,0.0,1.0,0.0,1.0,1.62,4.14,5.22,1.65,3.92,4.83
Charleroi,Anderlecht,0.0,1.0,A,0.0,0.0,9.0,9.0,2.0,2.0,13.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0,3.07,3.84,2.18,3.01,3.59,2.18
Kortrijk,Genk,1.0,0.0,H,0.0,0.0,18.0,14.0,8.0,6.0,13.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0,6.33,5.05,1.44,6.27,4.73,1.44
St. Gilloise,Oostende,3.0,0.0,H,0.0,0.0,12.0,4.0,5.0,1.0,9.0,13.0,10.0,2.0,3.0,4.0,0.0,0.0,1.32,5.62,8.85,1.33,5.28,8.08
Club Brugge,Oud-Heverlee Leuven,1.0,1.0,D,1.0,0.0,20.0,12.0,7.0,5.0,10.0,17.0,3.0,3.0,3.0,2.0,0.0,0.0,1.46,4.84,6.23,1.44,4.75,6.21
Gent,Standard,0.0,0.0,D,0.0,0.0,21.0,1.0,5.0,0.0,12.0,12.0,13.0,1.0,0.0,5.0,0.0,0.0,1.53,4.3,6.62,1.52,4.19,6.01
Mechelen,Cercle Brugge,1.0,1.0,D,0.0,1.0,20.0,12.0,9.0,4.0,8.0,8.0,9.0,8.0,2.0,4.0,0.0,1.0,2.65,3.62,2.64,2.59,3.47,2.58
Seraing,Eupen,0.0,1.0,A,0.0,0.0,8.0,15.0,1.0,5.0,9.0,16.0,4.0,9.0,3.0,1.0,0.0,0.0,2.79,3.57,2.53,2.74,3.43,2.47
Kortrijk,Gent,0.0,4.0,A,0.0,2.0,8.0,19.0,3.0,10.0,8.0,15.0,8.0,6.0,2.0,0.0,1.0,1.0,4.67,4.06,1.7,4.64,3.93,1.69
Anderlecht,Genk,0.0,2.0,A,0.0,1.0,12.0,13.0,5.0,4.0,10.0,14.0,5.0,6.0,2.0,3.0,0.0,1.0,2.61,3.5,2.66,2.62,3.45,2.54
Standard,St. Gilloise,2.0,3.0,A,0.0,1.0,10.0,13.0,5.0,7.0,10.0,17.0,8.0,4.0,3.0,4.0,0.0,0.0,3.35,3.78,2.07,3.34,3.6,2.06
Club Brugge,Antwerp,2.0,2.0,D,1.0,0.0,9.0,11.0,5.0,6.0,11.0,11.0,3.0,4.0,4.0,2.0,0.0,0.0,1.83,3.97,4.0,1.82,3.79,3.99
St Truiden,Cercle Brugge,0.0,1.0,A,0.0,0.0,12.0,6.0,1.0,1.0,13.0,11.0,10.0,2.0,0.0,4.0,1.0,1.0,2.54,3.34,2.94,2.44,3.29,2.86
Waregem,Eupen,5.0,5.0,D,2.0,3.0,19.0,16.0,9.0,8.0,12.0,8.0,11.0,2.0,2.0,2.0,0.0,0.0,2.31,3.9,2.91,2.28,3.68,2.84
Westerlo,Oostende,6.0,0.0,H,3.0,0.0,16.0,7.0,8.0,0.0,8.0,14.0,5.0,3.0,1.0,2.0,0.0,0.0,1.78,4.11,4.31,1.77,3.92,4.12
Oud-Heverlee Leuven,Seraing,5.0,0.0,H,4.0,0.0,25.0,4.0,14.0,1.0,11.0,8.0,14.0,3.0,1.0,6.0,0.0,1.0,1.59,4.32,5.63,1.57,4.13,5.45
Oostende,Kortrijk,3.0,1.0,H,1.0,1.0,22.0,8.0,9.0,4.0,13.0,15.0,8.0,6.0,3.0,3.0,0.0,1.0,2.22,3.54,3.22,2.15,3.55,3.16
Antwerp,Anderlecht,0.0,0.0,D,0.0,0.0,14.0,4.0,3.0,1.0,13.0,13.0,4.0,1.0,2.0,3.0,0.0,0.0,2.2,3.53,3.25,2.19,3.41,3.2
St. Gilloise,Westerlo,1.0,1.0,D,0.0,1.0,25.0,13.0,1.0,5.0,12.0,14.0,10.0,4.0,4.0,3.0,0.0,0.0,1.56,4.28,5.71,1.57,4.13,5.45
Gent,Club Brugge,2.0,0.0,H,2.0,0.0,11.0,8.0,2.0,4.0,11.0,12.0,4.0,3.0,1.0,5.0,0.0,0.0,2.86,3.61,2.45,2.77,3.45,2.44
Eupen,Standard,2.0,0.0,H,0.0,0.0,13.0,8.0,5.0,4.0,13.0,10.0,7.0,2.0,0.0,3.0,1.0,1.0,3.07,3.84,2.24,3.01,3.57,2.23
Cercle Brugge,Oud-Heverlee Leuven,2.0,1.0,H,1.0,1.0,8.0,9.0,4.0,4.0,8.0,14.0,6.0,6.0,2.0,2.0,0.0,0.0,1.88,4.18,3.62,1.86,3.94,3.69
Seraing,St Truiden,1.0,2.0,A,1.0,0.0,6.0,15.0,2.0,5.0,14.0,19.0,5.0,7.0,5.0,1.0,1.0,0.0,3.73,3.4,2.12,3.6,3.32,2.07
Mechelen,Waregem,2.0,2.0,D,2.0,0.0,22.0,14.0,6.0,7.0,11.0,10.0,11.0,5.0,1.0,4.0,0.0,1.0,1.78,4.28,4.17,1.77,4.0,4.06
Genk,Charleroi,4.0,1.0,H,2.0,0.0,13.0,6.0,8.0,2.0,3.0,7.0,5.0,4.0,1.0,1.0,0.0,0.0,1.4,5.26,7.51,1.39,5.06,7.06
Charleroi,Antwerp,1.0,0.0,H,1.0,0.0,8.0,14.0,3.0,6.0,13.0,4.0,4.0,8.0,3.0,3.0,0.0,0.0,3.27,3.69,2.13,3.27,3.57,2.08
Oud-Heverlee Leuven,Gent,1.0,1.0,D,0.0,1.0,12.0,10.0,5.0,4.0,14.0,17.0,1.0,6.0,5.0,4.0,0.0,0.0,3.58,3.79,1.99,3.58,3.67,1.95
Seraing,St. Gilloise,1.0,2.0,A,0.0,0.0,12.0,13.0,2.0,3.0,16.0,11.0,6.0,7.0,3.0,2.0,0.0,0.0,5.92,4.23,1.55,5.68,4.11,1.54
Anderlecht,Eupen,4.0,2.0,H,2.0,1.0,19.0,12.0,8.0,2.0,15.0,6.0,10.0,4.0,2.0,2.0,0.0,0.0,1.44,4.96,6.9,1.44,4.64,6.48
Club Brugge,Oostende,4.0,2.0,H,2.0,0.0,16.0,6.0,6.0,3.0,5.0,13.0,4.0,2.0,2.0,2.0,0.0,0.0,1.28,6.42,9.18,1.26,5.91,9.57
Kortrijk,Cercle Brugge,1.0,1.0,D,0.0,1.0,14.0,16.0,5.0,3.0,17.0,16.0,3.0,6.0,4.0,2.0,0.0,0.0,3.66,3.71,2.03,3.56,3.64,1.97
Westerlo,St Truiden,2.0,3.0,A,0.0,2.0,11.0,13.0,3.0,4.0,5.0,9.0,4.0,2.0,4.0,3.0,0.0,0.0,2.25,3.44,3.34,2.19,3.33,3.26
Waregem,Standard,0.0,3.0,A,0.0,0.0,6.0,18.0,3.0,7.0,13.0,11.0,4.0,10.0,1.0,1.0,1.0,0.0,3.1,3.89,2.2,3.02,3.61,2.19
Genk,Mechelen,3.0,1.0,H,1.0,1.0,14.0,10.0,6.0,5.0,9.0,15.0,8.0,7.0,2.0,2.0,1.0,0.0,1.36,5.6,8.1,1.35,5.28,7.6
